,Vendor,Model,Current_Price,Old_price,Time,Date
731,PowerCom,Spider SPD-550U LCD USB,5490,5409,11.08.2022,15:43:48
732,Ippon,Innova RT 20K Tower 3/1,445090,,11.08.2022,15:43:48
733,Ippon,Innova RT II 1000,35990,,11.08.2022,15:43:48
734,Ippon,Innova RT 1500,43990,,11.08.2022,15:43:48
735,PowerCom,Imperial IMD-525AP,5680,,11.08.2022,15:43:48
736,PowerCom,Macan MRT-1000SE,26160,,11.08.2022,15:43:48
737,Eaton,9SX 700i,28470,,11.08.2022,15:43:48
738,PowerCom,Macan MRT-2000SE,39600,,11.08.2022,15:43:48
739,PowerCom,Smart King Pro+ SPR-3000 LCD,36320,44990,11.08.2022,15:43:48
740,PowerCom,Sentinel SNT-2000,46360,46260,11.08.2022,15:43:48
741,Tripp Lite,AVRX750UD,8410,8059,11.08.2022,15:43:48
742,Ippon,Innova RT 2000,55990,,11.08.2022,15:43:48
743,Ippon,Innova RT II 1500,47990,,11.08.2022,15:43:48
744,Ippon,Innova RT 33 20K Tower,392060,,11.08.2022,15:43:48
745,Ippon,Smart Winner II 1550 1U,37790,,11.08.2022,15:43:48
746,PowerCom,Macan MRT-10K,60750,,11.08.2022,15:43:48
747,PowerCom,Imperial IMP-525AP,4440,4390,11.08.2022,15:43:48
748,PowerCom,Online ONL-M-20PM,98220,96710,11.08.2022,15:43:48
749,Tripp Lite,Omni OMNIVSX850D,8610,8399,11.08.2022,15:43:48
750,Ippon,Innova G2 Euro 3000,49990,,11.08.2022,15:43:48
751,Ippon,Back Basic 1500 Euro,10490,,11.08.2022,15:43:48
752,Ippon,Innova G2 2000,34190,,11.08.2022,15:43:48
753,Ippon,Innova G2 Euro 1000,29590,32330,11.08.2022,15:43:48
754,APC,Back-UPS BE850G2-RS,11990,11520,11.08.2022,15:43:48
755,Ippon,Back Basic 1050S Euro,5690,5990,11.08.2022,15:43:48
756,APC,Back-UPS BX500CI,6620,6399,11.08.2022,15:43:48
757,Ippon,Back Comfo Pro II 1050,11290,,11.08.2022,15:43:48
758,APC,Smart-UPS SC SC620I,25070,23999,11.08.2022,15:43:48
759,APC,Easy-UPS SMV750CAI,30490,28439,11.08.2022,15:43:48
760,PowerCom,Imperial IMP-1200AP,11730,11389,11.08.2022,15:43:48
761,APC,Back-UPS BK350EI,8780,8449,11.08.2022,15:43:48
762,APC,Easy-UPS BVX700LI-GR,4940,,11.08.2022,15:43:48
763,PowerCom,Smart King Pro+ SPT-1500-II LCD,16040,15819,11.08.2022,15:43:48
764,APC,Easy-UPS BVX1600LI-GR,14680,14290,11.08.2022,15:43:48
765,APC,Easy-UPS BVX2200LI-GR,16240,15810,11.08.2022,15:43:48
766,APC,Easy-UPS BVX900LI-GR,7990,7870,11.08.2022,15:43:48
767,Tripp Lite,SmartPro SMX1500LCDT,15940,21920,11.08.2022,15:43:48
768,APC,Back-UPS Pro BR650MI,11540,11099,11.08.2022,15:43:48
769,PowerCom,Smart King Pro+ SPT-1000-II LCD,14100,13739,11.08.2022,15:43:48
770,APC,Smart-UPS SC SC420I,15430,16790,11.08.2022,15:43:48
771,HIPER,APX-600,3920,3900,11.08.2022,15:43:48
772,APC,Easy-UPS BVX700LI,4370,,11.08.2022,15:43:48
773,Eaton,5E 650VA,7060,7590,11.08.2022,15:43:48
774,APC,Smart-UPS C SMC2000I-2U,100290,,11.08.2022,15:43:48
775,PowerCom,Smart King Pro+ SPT-2000-II LCD,18060,17599,11.08.2022,15:43:48
776,APC,Smart-UPS SMT1500RMI1U,92460,89259,11.08.2022,15:43:48
777,APC,Smart-UPS SMT1000RMI2U,68520,66900,11.08.2022,15:43:48
778,APC,Smart-UPS C SMC1000I-2URS,63580,60319,11.08.2022,15:43:48
779,APC,Smart-UPS C SMC1000I-2U,52410,50749,11.08.2022,15:43:48
780,APC,Smart-UPS SMT750RMI2U,52110,49559,11.08.2022,15:43:48
781,Tripp Lite,SmartPro SMX1000RT2U,30370,29600,11.08.2022,15:43:48
782,Eaton,5PXGen2 1000i RT2U G2,65500,62979,11.08.2022,15:43:48
783,APC,Easy-UPS SRV2KI,59390,57810,11.08.2022,15:43:48
784,APC,Smart-UPS SRT SRTL1000RMXLI,185110,182020,11.08.2022,15:43:48
785,Eaton,5E 500VA,6080,5809,11.08.2022,15:43:48
786,APC,Back-UPS Pro BR1200G-RS,31790,30249,11.08.2022,15:43:48
787,Tripp Lite,SmartOnline SU6000RT4UHVG,187680,,11.08.2022,15:43:48
788,APC,Smart-UPS SRT SRT2200RMXLI,185930,295000,11.08.2022,15:43:48
789,PowerCom,Smart King Pro+ SPR-2000 LCD,25520,27290,11.08.2022,15:43:48
790,PowerCom,Vanguard RM VRT-10K,83320,,11.08.2022,15:43:48
791,PowerCom,Smart King RT SRT-1500A LCD,25300,26640,11.08.2022,15:43:48
792,APC,Easy-UPS BVX1200LI-GR(восстановленный),6630,,11.08.2022,15:43:48
793,APC,Back-UPS BE850G2-RS(восстановленный),7790,,11.08.2022,15:43:48
794,PowerCom,Smart King Pro+ SPT-1000-II LCD(восстановленный),9160,,11.08.2022,15:43:48
795,APC,Smart-UPS SMT750RMI2U(плохая упаковка),46890,52110,11.08.2022,15:43:48
796,PowerCom,Raptor RPT-600A EURO(восстановленный),1920,2960,11.08.2022,15:43:48
797,PowerCom,RPT-800AP EURO USB(восстановленный),2580,3970,11.08.2022,15:43:48
798,APC,Back-UPS BC650-RSX761(восстановленный),3836,,11.08.2022,15:43:48
799,Eaton,5PXGen2 1000i RT2U G2(плохая упаковка),46630,65500,11.08.2022,15:43:48
800,APC,Easy-UPS BVX700LI(плохая упаковка),3700,4370,11.08.2022,15:43:48
801,PowerCom,Smart King Pro+ SPT-3000-II LCD,29910,29109,11.08.2022,15:43:48
802,PowerCom,Raptor RPT-600AP SE2(плохая упаковка),1880,2090,11.08.2022,15:43:48
803,Ippon,Back Basic 850(плохая упаковка),2960,3290,11.08.2022,15:43:48
804,Ippon,Back Basic 850 Euro(плохая упаковка),2960,3590,11.08.2022,15:43:48
805,PowerCom,Raptor RPT-2000AP LCD,,,11.08.2022,15:43:48
806,Eaton,9SX 2000I,,,11.08.2022,15:43:48
807,Ippon,Smart Power Pro II 1600,,,11.08.2022,15:43:48
808,Ippon,Smart Power Pro II Euro 1600,,,11.08.2022,15:43:48
809,Ippon,Smart Power Pro II Euro 2200,,,11.08.2022,15:43:48
810,Ippon,Back Basic 2200,,,11.08.2022,15:43:48
811,Ippon,Back Power Pro II 500,,,11.08.2022,15:43:48
812,Ippon,Innova G2 3000,,,11.08.2022,15:43:48
813,Ippon,Smart Power Pro II 1200,,,11.08.2022,15:43:48
814,APC,Easy-UPS BV500I-GR,,,11.08.2022,15:43:48
815,APC,Back-UPS Pro BR900G-RS,,,11.08.2022,15:43:48
816,APC,Back-UPS BE650G2-RS,,,11.08.2022,15:43:48
817,APC,Smart-UPS SMT1500I,,,11.08.2022,15:43:48
818,Ippon,Innova RT II 6000,,,11.08.2022,15:43:48
819,Ippon,Smart Winner II 1500,,,11.08.2022,15:43:48
820,APC,Back-UPS BX950UI,,,11.08.2022,15:43:48
821,APC,Easy-UPS BVX2200LI,,,11.08.2022,15:43:48
822,APC,Smart-UPS SMT3000RMI2U,,,11.08.2022,15:43:48
823,Name,None,Current_Price,Old_price,Time,Date
824,ИБП SunWind SW850,None,2750,2669,11.08.2022,11:51:16
825,Ippon,Back Basic 650S Euro,3050,,11.08.2022,11:51:16
826,Ippon,Back Basic 650 Euro,2790,,11.08.2022,11:51:16
827,Ippon,Back Basic 850 Euro,3590,,11.08.2022,11:51:16
828,Ippon,Back Basic 650,2490,,11.08.2022,11:51:16
829,ИБП SunWind SW650,None,2250,2209,11.08.2022,11:51:16
830,PowerCom,Raptor RPT-600A EURO,2960,2889,11.08.2022,11:51:16
831,ИБП SunWind SW1200 LCD,None,5700,5539,11.08.2022,11:51:16
832,Ippon,Back Basic 850S Euro,3790,3660,11.08.2022,11:51:16
833,PowerCom,Raptor RPT-800A EURO,3090,,11.08.2022,11:51:16
834,Ippon,Back Basic 2200 Euro,11190,,11.08.2022,11:51:16
835,PowerCom,Raptor RPT-1000A EURO,4090,,11.08.2022,11:51:16
836,Ippon,Back Basic 1050 Euro,5190,,11.08.2022,11:51:16
837,PowerCom,WOW 300,2560,,11.08.2022,11:51:16
838,ИБП SunWind SW450,None,2070,2019,11.08.2022,11:51:16
839,Ippon,Back Comfo Pro II 650,6490,,11.08.2022,11:51:16
840,Ippon,Back Basic 850,3290,,11.08.2022,11:51:16
841,PowerCom,Spider SPD-1000N,5290,,11.08.2022,11:51:16
842,PowerCom,Raptor RPT-600A,2750,2689,11.08.2022,11:51:16
843,ИБП SunWind SW1050,None,5440,5330,11.08.2022,11:51:16
844,PowerCom,Spider SPD-450N,3490,4550,11.08.2022,11:51:16
845,Ippon,Back Verso 600,4290,,11.08.2022,11:51:16
846,PowerCom,Raptor RPT-2000AP LCD,11120,10889,11.08.2022,11:51:16
847,Ippon,Back Verso 800,5390,,11.08.2022,11:51:16
848,Ippon,Back Basic 1050,5090,,11.08.2022,11:51:16
849,PowerCom,Raptor RPT-1000A,4500,4439,11.08.2022,11:51:16
850,PowerCom,Raptor RPT-600AP,2770,2719,11.08.2022,11:51:16
851,PowerCom,Raptor RPT-1500AP,8040,,11.08.2022,11:51:16
852,PowerCom,Raptor RPT-1000AP,4140,,11.08.2022,11:51:16
853,Ippon,Back Power Pro II Euro 650,5390,,11.08.2022,11:51:16
854,PowerCom,Raptor RPT-800AP,3510,,11.08.2022,11:51:16
855,PowerCom,RPT-1000AP EURO USB,5410,7690,11.08.2022,11:51:16
856,Ippon,Innova G2 Euro 2000,38390,,11.08.2022,11:51:16
857,PowerCom,Spider SPD-1100U LCD,8420,8259,11.08.2022,11:51:16
858,PowerCom,Raptor RPT-1500AP LCD,9190,9160,11.08.2022,11:51:16
859,PowerCom,Raptor RPT-800A,3080,3580,11.08.2022,11:51:16
860,PowerCom,WOW 700U,4440,,11.08.2022,11:51:16
861,PowerCom,Raptor RPT-1025AP LCD,7920,7799,11.08.2022,11:51:16
862,PowerCom,Raptor RPT-2000AP,10170,10019,11.08.2022,11:51:16
863,PowerCom,Spider SPD-650N,4180,,11.08.2022,11:51:16
864,PowerCom,WOW 1000U,6480,8820,11.08.2022,11:51:16
865,Ippon,Smart Power Pro II Euro 1200,11590,,11.08.2022,11:51:16
866,Ippon,Innova G2 1000,20390,,11.08.2022,11:51:16
867,PowerCom,Imperial IMP-1500AP,12070,11879,11.08.2022,11:51:16
868,PowerCom,Spider SPD-850N,5240,5129,11.08.2022,11:51:16
869,Ippon,Back Basic 1500,10490,,11.08.2022,11:51:16
870,Ippon,Back Verso 400,3990,,11.08.2022,11:51:16
871,Ippon,Smart Winner II 1500 Euro,32490,,11.08.2022,11:51:16
872,PowerCom,WOW 500U,4350,4299,11.08.2022,11:51:16
873,HIPER,Office-800,5130,5039,11.08.2022,11:51:16
874,Ippon,Back Office 400,2890,,11.08.2022,11:51:16
875,PowerCom,Raptor RPT-600AP SE2,2090,,11.08.2022,11:51:16
876,Ippon,Back Office 600,3590,,11.08.2022,11:51:16
877,PowerCom,Smart King Pro+ SPT-2000-II LCD,18060,17599,11.08.2022,11:51:16
878,Ippon,Back Power Pro II 600,5790,,11.08.2022,11:51:16
879,PowerCom,WOW 850U,5590,,11.08.2022,11:51:16
880,PowerCom,Infinity INF-800,9740,,11.08.2022,11:51:16
881,PowerCom,Infinity INF-1500,13640,13369,11.08.2022,11:51:16
882,PowerCom,Raptor RPT-1025AP,7090,7680,11.08.2022,11:51:16
883,PowerCom,Spider SPD-900U LCD USB,7370,7219,11.08.2022,11:51:16
884,PowerCom,Imperial IMD-1200AP,11290,,11.08.2022,11:51:16
885,PowerCom,Macan MAC-2000,30790,,11.08.2022,11:51:16
886,Ippon,Smart Winner II 1000,23390,,11.08.2022,11:51:16
887,Ippon,Back Power Pro II 800,7190,,11.08.2022,11:51:16
888,Ippon,Back Office 1000,7190,,11.08.2022,11:51:16
889,PowerCom,Infinity INF-1100,10690,13490,11.08.2022,11:51:16
890,PowerCom,Imperial IMP-2000AP,15050,14679,11.08.2022,11:51:16
891,PowerCom,Imperial IMP-825AP,7020,6899,11.08.2022,11:51:16
892,PowerCom,Imperial IMD-2000AP,15290,16490,11.08.2022,11:51:16
893,PowerCom,Macan MRT-3000SE,48000,47329,11.08.2022,11:51:16
894,PowerCom,RPT-800AP EURO USB,3970,,11.08.2022,11:51:16
895,PowerCom,Imperial IMP-1025AP,9230,8939,11.08.2022,11:51:16
896,PowerCom,King Pro RM KIN-1000AP,17370,17110,11.08.2022,11:51:16
897,PowerCom,Imperial IMD-1025AP,9840,,11.08.2022,11:51:16
898,Ippon,Back Power Pro II 700,6990,,11.08.2022,11:51:16
899,PowerCom,Smart King Pro+ SPR-1500 LCD,19040,20410,11.08.2022,11:51:16
900,PowerCom,King Pro RM KIN-1200AP LCD,20400,19779,11.08.2022,11:51:16
901,PowerCom,Spider SPD-750U LCD,6330,6089,11.08.2022,11:51:16
902,Ippon,Smart Winner II 2000E,36990,,11.08.2022,11:51:16
903,PowerCom,Spider SPD-900U LCD,8550,8249,11.08.2022,11:51:16
904,PowerCom,Infinity INF-500,8270,,11.08.2022,11:51:16
905,PowerCom,King Pro RM KIN-3000AP LCD,38910,38580,11.08.2022,11:51:16
906,PowerCom,Imperial IMD-825AP,7320,,11.08.2022,11:51:16
907,PowerCom,Imperial IMP-3000AP,20790,20539,11.08.2022,11:51:16
908,PowerCom,King Pro RM KIN-600AP RM,13290,,11.08.2022,11:51:16
909,PowerCom,Macan MRT-1500SE,31670,30769,11.08.2022,11:51:16
910,PowerCom,Spider SPD-1100U LCD USB,8160,,11.08.2022,11:51:16
911,PowerCom,Macan MAC-1500,27290,,11.08.2022,11:51:16
912,HIPER,Office-600,4170,,11.08.2022,11:51:16
913,PowerCom,Imperial IMP-625AP,5840,,11.08.2022,11:51:16
914,Eaton,5P 1550I,44170,42950,11.08.2022,11:51:16
915,PowerCom,Spider SPD-750U LCD USB,6330,6239,11.08.2022,11:51:16
916,Eaton,9SX 1500I,55520,53639,11.08.2022,11:51:16
917,Eaton,9SX 1000i,42030,40619,11.08.2022,11:51:16
918,PowerCom,Spider SPD-550U LCD,5630,5549,11.08.2022,11:51:16
919,HIPER,Office-400,4850,4689,11.08.2022,11:51:16
920,PowerCom,Imperial IMD-1500AP,15370,14949,11.08.2022,11:51:16
921,Ippon,Innova RT II 2000,59990,,11.08.2022,11:51:16
922,PowerCom,Sentinel SNT-1500,32620,34590,11.08.2022,11:51:16
923,PowerCom,Smart King RT SRT-1000A LCD,21790,,11.08.2022,11:51:16
924,Ippon,Innova RT 1500 Euro,47580,44590,11.08.2022,11:51:16
925,PowerCom,Smart King RT SRT-1500A LCD,25300,26640,11.08.2022,11:51:16
926,PowerCom,Smart King RT SRT-2000A LCD,34000,35990,11.08.2022,11:51:16
927,PowerCom,Smart King Pro+ SPR-2000 LCD,25530,27290,11.08.2022,11:51:16
928,PowerCom,Imperial IMD-625AP,6280,6179,11.08.2022,11:51:16
929,PowerCom,Imperial IMP-1200AP,11730,11389,11.08.2022,11:51:16
930,PowerCom,SPT-500-II,7590,9550,11.08.2022,11:51:16
931,PowerCom,Sentinel SNT-1000,30220,,11.08.2022,11:51:16
932,Ippon,Innova RT 1500,43990,,11.08.2022,11:51:16
933,Eaton,9SX 700i,28470,,11.08.2022,11:51:16
934,PowerCom,Spider SPD-550U LCD USB,5490,5409,11.08.2022,11:51:16
935,PowerCom,Macan MRT-1000SE,26160,,11.08.2022,11:51:16
936,PowerCom,Imperial IMD-525AP,5680,,11.08.2022,11:51:16
937,PowerCom,Macan MRT-2000SE,39600,,11.08.2022,11:51:16
938,Eaton,5E 500VA,6080,5809,11.08.2022,11:51:16
939,PowerCom,Smart King Pro+ SPT-700,8500,9350,11.08.2022,11:51:16
940,Ippon,Innova RT II 10000,245990,,11.08.2022,11:51:16
941,Ippon,Innova RT 20K Tower 3/1,445090,,11.08.2022,11:51:16
942,Eaton,5SC 1500i Rack2U,68640,67759,11.08.2022,11:51:16
943,Ippon,Innova RT II 1000,35990,,11.08.2022,11:51:16
944,Ippon,Smart Winner II 1150 1U,27190,,11.08.2022,11:51:16
945,PowerCom,Smart King Pro+ SPR-3000 LCD,36320,44990,11.08.2022,11:51:16
946,Tripp Lite,SmartOnline SU6000RT4UHVG,187680,,11.08.2022,11:51:16
947,Tripp Lite,AVRX750UD,8410,8059,11.08.2022,11:51:16
948,Ippon,Smart Winner II 1550 1U,37790,,11.08.2022,11:51:16
949,PowerCom,Macan MRT-10K,60890,,11.08.2022,11:51:16
950,PowerCom,Imperial IMP-525AP,4490,4440,11.08.2022,11:51:16
951,Tripp Lite,SmartPro SMX1000RT2U,30370,29600,11.08.2022,11:51:16
952,Eaton,9SX 3000i Rack2U,127030,123019,11.08.2022,11:51:16
953,Tripp Lite,SmartPro SMX1500LCDT,15790,21920,11.08.2022,11:51:16
954,Ippon,Innova RT 2000,55990,,11.08.2022,11:51:16
955,Ippon,Innova RT 33 20K Tower,392960,,11.08.2022,11:51:16
956,PowerCom,Sentinel SNT-2000,45980,,11.08.2022,11:51:16
957,Ippon,Innova G2 Euro 3000,49990,,11.08.2022,11:51:16
958,Ippon,Back Basic 1500 Euro,10490,,11.08.2022,11:51:16
959,Ippon,Innova G2 Euro 1000,29590,,11.08.2022,11:51:16
960,Ippon,Innova G2 3000,39990,,11.08.2022,11:51:16
961,APC,Back-UPS BE850G2-RS,11990,11530,11.08.2022,11:51:16
962,Ippon,Back Basic 1050S Euro,5690,,11.08.2022,11:51:16
963,Ippon,Innova RT 1000,31990,,11.08.2022,11:51:16
964,APC,Back-UPS BX500CI,6620,6399,11.08.2022,11:51:16
965,Ippon,Back Comfo Pro II 1050,11290,,11.08.2022,11:51:16
966,Ippon,Smart Winner II 3000,48390,,11.08.2022,11:51:16
967,APC,Smart-UPS SC SC620I,25070,23999,11.08.2022,11:51:16
968,APC,Easy-UPS SMV750CAI,30490,28439,11.08.2022,11:51:16
969,APC,Smart-UPS SC SC420I,15430,16790,11.08.2022,11:51:16
970,APC,Easy-UPS BVX700LI,4190,,11.08.2022,11:51:16
971,PowerCom,Smart King Pro+ SPT-1000-II LCD,14100,13739,11.08.2022,11:51:16
972,Eaton,5E 650VA,7060,7590,11.08.2022,11:51:16
973,APC,Back-UPS Pro BR1300MI,29690,28359,11.08.2022,11:51:16
974,APC,Smart-UPS SMT1500RMI1U,92460,89259,11.08.2022,11:51:16
975,APC,Smart-UPS C SMC3000I,126020,121439,11.08.2022,11:51:16
976,APC,Back-UPS Pro BR1200G-RS,31790,30249,11.08.2022,11:51:16
977,APC,Smart-UPS SMT3000RMI2U,193250,186819,11.08.2022,11:51:16
978,APC,Smart-UPS SMT1000RMI2U,55870,68590,11.08.2022,11:51:16
979,PowerCom,Online ONL-M-20PM,98450,96930,11.08.2022,11:51:16
980,Ippon,Innova RT II 1500,47990,,11.08.2022,11:51:16
981,Tripp Lite,Omni OMNIVSX850D,8610,8399,11.08.2022,11:51:16
982,APC,Easy-UPS SRV2KI,47620,59460,11.08.2022,11:51:16
983,PowerCom,Smart King Pro+ SPT-3000-II LCD,29910,29109,11.08.2022,11:51:16
984,APC,Smart-UPS SRT SRTL1000RMXLI,185140,182120,11.08.2022,11:51:16
985,APC,Smart-UPS C SMC1000I-2URS,63580,60319,11.08.2022,11:51:16
986,PowerCom,Vanguard RM VRT-10K,125270,123330,11.08.2022,11:51:16
987,Tripp Lite,SmartPro SMX5000XLRT3U,126100,124469,11.08.2022,11:51:16
988,Tripp Lite,SmartOnline SUINT1500LCD2U,50630,65500,11.08.2022,11:51:16
989,PowerCom,Smart King Pro+ SPR-700,14050,,11.08.2022,11:51:16
990,Ippon,Innova G2 Euro 1000L,23090,,11.08.2022,11:51:16
991,APC,Easy-UPS BVX1200LI-GR(восстановленный),6630,,11.08.2022,11:51:16
992,APC,Back-UPS BE850G2-RS(восстановленный),7790,,11.08.2022,11:51:16
993,PowerCom,Smart King Pro+ SPT-1000-II LCD(восстановленный),9160,,11.08.2022,11:51:16
994,PowerCom,Raptor RPT-600A EURO(восстановленный),1920,2960,11.08.2022,11:51:16
995,PowerCom,RPT-800AP EURO USB(восстановленный),2580,3970,11.08.2022,11:51:16
996,APC,Back-UPS BC650-RSX761(восстановленный),3836,,11.08.2022,11:51:16
997,APC,Smart-UPS SMT750RMI2U(плохая упаковка),46890,,11.08.2022,11:51:16
998,"ИБП IPPON Back Basic 850,  850ВA [403406](плохая упаковка)",None,2960,3290,11.08.2022,11:51:16
999,Ippon,Back Basic 850 Euro(плохая упаковка),2960,3590,11.08.2022,11:51:16
1000,Eaton,5PXGen2 1000i RT2U G2(плохая упаковка),46630,49090,11.08.2022,11:51:16
1001,PowerCom,Raptor RPT-600AP SE2(плохая упаковка),1880,2090,11.08.2022,11:51:16
1002,Ippon,Smart Power Pro II Euro 1600,,,11.08.2022,11:51:16
1003,Ippon,Smart Power Pro II Euro 2200,,,11.08.2022,11:51:16
1004,Ippon,Innova G2 2000,,,11.08.2022,11:51:16
1005,Ippon,Back Power Pro II 500,,,11.08.2022,11:51:16
1006,Ippon,Smart Power Pro II 1200,,,11.08.2022,11:51:16
1007,APC,Back-UPS BE400-RS,,,11.08.2022,11:51:16
1008,Ippon,Back Comfo Pro II 850,,,11.08.2022,11:51:16
1009,APC,Easy-UPS BV500I-GR,,,11.08.2022,11:51:16
1010,APC,Back-UPS Pro BR900G-RS,,,11.08.2022,11:51:16
1011,APC,Back-UPS BE650G2-RS,,,11.08.2022,11:51:16
1012,Ippon,Innova RT II 6000,,,11.08.2022,11:51:16
1013,APC,Smart-UPS SMT1500I,,,11.08.2022,11:51:16
1014,APC,Back-UPS BK350EI,,,11.08.2022,11:51:16
1015,PowerCom,Smart King Pro+ SPT-1500-II LCD,,,11.08.2022,11:51:16
1016,APC,Easy-UPS BVX700LI-GR,,,11.08.2022,11:51:16
1017,PowerCom,Macan MAC-3000,,,11.08.2022,11:51:16
1018,PowerCom,Macan MAC-1000,,,11.08.2022,11:51:16
1019,Ippon,Smart Winner II 1500,,,11.08.2022,11:51:16
1020,APC,Easy-UPS BVX2200LI-GR,,,11.08.2022,11:51:16
1021,APC,Easy-UPS BVX2200LI,,,11.08.2022,11:51:16
1022,APC,Easy-UPS BVX900LI-GR,,,11.08.2022,11:51:16
1023,HIPER,APX-600,,,11.08.2022,11:51:16
1024,APC,Smart-UPS C SMC2000I-2U,,,11.08.2022,11:51:16
1025,APC,Smart-UPS C SMC1000I-2U,,,11.08.2022,11:51:16
1026,PowerCom,Smart King RT SRT-3000A LCD,,,11.08.2022,11:51:16
1027,Name,None,Current_Price,Old_price,Time,Date
1028,ИБП SunWind SW850,None,2750,2669,11.08.2022,11:56:04
1029,Ippon,Back Basic 650S Euro,3050,,11.08.2022,11:56:04
1030,Ippon,Back Basic 650 Euro,2790,,11.08.2022,11:56:04
1031,Ippon,Back Basic 850 Euro,3590,,11.08.2022,11:56:04
1032,Ippon,Back Basic 650,2490,,11.08.2022,11:56:04
1033,ИБП SunWind SW650,None,2250,2209,11.08.2022,11:56:04
1034,PowerCom,Raptor RPT-600A EURO,2960,2889,11.08.2022,11:56:04
1035,ИБП SunWind SW1200 LCD,None,5700,5539,11.08.2022,11:56:04
1036,Ippon,Back Basic 850S Euro,3790,3660,11.08.2022,11:56:04
1037,PowerCom,Raptor RPT-800A EURO,3090,,11.08.2022,11:56:04
1038,Ippon,Back Basic 2200 Euro,11190,,11.08.2022,11:56:04
1039,PowerCom,Raptor RPT-1000A EURO,4090,,11.08.2022,11:56:04
1040,Ippon,Back Basic 1050 Euro,5190,,11.08.2022,11:56:04
1041,PowerCom,WOW 300,2560,,11.08.2022,11:56:04
1042,ИБП SunWind SW450,None,2070,2019,11.08.2022,11:56:04
1043,Ippon,Back Comfo Pro II 650,6490,,11.08.2022,11:56:04
1044,Ippon,Back Basic 850,3290,,11.08.2022,11:56:04
1045,PowerCom,Spider SPD-1000N,5290,,11.08.2022,11:56:04
1046,PowerCom,Raptor RPT-600A,2750,2689,11.08.2022,11:56:04
1047,ИБП SunWind SW1050,None,5440,5330,11.08.2022,11:56:04
1048,PowerCom,Spider SPD-450N,3490,4550,11.08.2022,11:56:04
1049,Ippon,Back Verso 600,4290,,11.08.2022,11:56:04
1050,PowerCom,Raptor RPT-2000AP LCD,11120,10889,11.08.2022,11:56:04
1051,Ippon,Back Verso 800,5390,,11.08.2022,11:56:04
1052,Ippon,Back Basic 1050,5090,,11.08.2022,11:56:04
1053,PowerCom,Raptor RPT-1000A,4500,4439,11.08.2022,11:56:04
1054,PowerCom,Raptor RPT-600AP,2770,2719,11.08.2022,11:56:04
1055,PowerCom,Raptor RPT-1500AP,8040,,11.08.2022,11:56:04
1056,PowerCom,Raptor RPT-1000AP,4140,,11.08.2022,11:56:04
1057,Ippon,Back Power Pro II Euro 650,5390,,11.08.2022,11:56:04
1058,PowerCom,Raptor RPT-800AP,3510,,11.08.2022,11:56:04
1059,PowerCom,RPT-1000AP EURO USB,5410,7690,11.08.2022,11:56:04
1060,Ippon,Innova G2 Euro 2000,38390,,11.08.2022,11:56:04
1061,PowerCom,Spider SPD-1100U LCD,8420,8259,11.08.2022,11:56:04
1062,PowerCom,Raptor RPT-1500AP LCD,9190,9160,11.08.2022,11:56:04
1063,PowerCom,Raptor RPT-800A,3080,3580,11.08.2022,11:56:04
1064,PowerCom,WOW 700U,4440,,11.08.2022,11:56:04
1065,PowerCom,Raptor RPT-1025AP LCD,7920,7799,11.08.2022,11:56:04
1066,PowerCom,Raptor RPT-2000AP,10170,10019,11.08.2022,11:56:04
1067,PowerCom,Spider SPD-650N,4180,,11.08.2022,11:56:04
1068,PowerCom,WOW 1000U,6480,8820,11.08.2022,11:56:04
1069,Ippon,Smart Power Pro II Euro 1200,11590,,11.08.2022,11:56:04
1070,Ippon,Innova G2 1000,20390,,11.08.2022,11:56:04
1071,PowerCom,Imperial IMP-1500AP,12070,11879,11.08.2022,11:56:04
1072,PowerCom,Spider SPD-850N,5240,5129,11.08.2022,11:56:04
1073,Ippon,Back Basic 1500,10490,,11.08.2022,11:56:04
1074,Ippon,Back Verso 400,3990,,11.08.2022,11:56:04
1075,Ippon,Smart Winner II 1500 Euro,32490,,11.08.2022,11:56:04
1076,PowerCom,WOW 500U,4350,4299,11.08.2022,11:56:04
1077,HIPER,Office-800,5130,5039,11.08.2022,11:56:04
1078,Ippon,Back Office 400,2890,,11.08.2022,11:56:04
1079,PowerCom,Raptor RPT-600AP SE2,2090,,11.08.2022,11:56:04
1080,Ippon,Back Office 600,3590,,11.08.2022,11:56:04
1081,PowerCom,Smart King Pro+ SPT-2000-II LCD,18060,17599,11.08.2022,11:56:04
1082,Ippon,Back Power Pro II 600,5790,,11.08.2022,11:56:04
1083,PowerCom,WOW 850U,5590,,11.08.2022,11:56:04
1084,PowerCom,Infinity INF-800,9740,,11.08.2022,11:56:04
1085,PowerCom,Infinity INF-1500,13640,13369,11.08.2022,11:56:04
1086,PowerCom,Raptor RPT-1025AP,7090,7680,11.08.2022,11:56:04
1087,PowerCom,Spider SPD-900U LCD USB,7370,7219,11.08.2022,11:56:04
1088,PowerCom,Imperial IMD-1200AP,11290,,11.08.2022,11:56:04
1089,PowerCom,Macan MAC-2000,30790,,11.08.2022,11:56:04
1090,Ippon,Smart Winner II 1000,23390,,11.08.2022,11:56:04
1091,Ippon,Back Power Pro II 800,7190,,11.08.2022,11:56:04
1092,Ippon,Back Office 1000,7190,,11.08.2022,11:56:04
1093,PowerCom,Infinity INF-1100,10690,13490,11.08.2022,11:56:04
